season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
3,0,1,2,30.34,35.605,74,16.9979,165
3,0,1,2,31.16,36.365,70,19.0012,213
3,0,1,2,31.98,37.88,66,19.0012,229
3,0,1,2,32.8,39.395,63,23.9994,216
3,0,1,2,32.8,39.395,63,23.9994,141
3,0,1,3,27.88,31.82,83,30.0026,132
3,0,1,3,27.06,29.545,89,30.0026,167
3,0,1,1,27.06,30.305,83,6.0032,316
3,0,1,1,27.06,30.305,83,6.0032,270
3,0,1,1,27.06,30.305,83,11.0014,250
3,0,1,2,27.06,30.305,83,16.9979,204
3,0,1,2,27.06,30.305,78,12.998,169
3,0,1,2,27.06,30.305,78,6.0032,151
3,0,0,2,27.06,30.305,83,8.9981,121
3,0,0,2,26.24,28.79,89,7.0015,53
3,0,0,1,26.24,28.79,89,11.0014,55
3,0,0,1,26.24,28.79,89,8.9981,30
3,0,0,1,26.24,28.79,83,15.0013,6
3,0,0,2,25.42,28.03,88,11.0014,15
3,0,0,2,26.24,28.79,83,12.998,38
3,0,0,1,27.06,30.305,78,12.998,71
3,0,0,1,28.7,32.575,70,16.9979,182
3,0,0,1,30.34,34.09,58,19.0012,247
3,0,0,1,31.16,34.85,52,11.0014,264
3,0,0,1,31.98,34.85,46,19.9995,290
3,0,0,1,32.8,36.365,46,16.9979,366
3,0,0,1,33.62,37.12,41,15.0013,416
3,0,0,1,34.44,37.12,36,8.9981,373
3,0,0,1,34.44,36.365,34,6.0032,402
3,0,0,1,33.62,36.365,38,0,416
3,0,0,1,34.44,36.365,32,0,401
3,0,0,1,33.62,36.365,36,7.0015,378
3,0,0,1,31.16,34.85,55,11.0014,306
3,0,0,1,31.16,35.605,58,15.0013,314
3,0,0,1,30.34,34.09,58,11.0014,238
3,0,0,1,29.52,34.09,62,11.0014,214
3,0,0,1,29.52,33.335,58,12.998,140
3,0,0,1,28.7,32.575,61,11.0014,154
3,0,0,1,28.7,32.575,61,8.9981,113
3,0,0,1,27.88,31.82,69,6.0032,96
3,0,0,1,27.06,31.06,74,6.0032,25
3,0,0,1,27.06,31.06,69,6.0032,5
3,0,0,1,27.06,31.06,74,0,17
3,0,0,1,26.24,29.545,78,6.0032,25
3,0,0,1,28.7,32.575,70,6.0032,65
3,0,0,1,29.52,34.09,66,0,92
3,0,0,1,30.34,34.85,66,6.0032,169
3,0,0,1,31.16,34.85,55,8.9981,268
3,0,0,1,31.98,36.365,55,12.998,287
3,0,0,1,33.62,37.88,46,19.0012,377
3,0,0,1,32.8,36.365,46,19.9995,367
3,0,0,1,33.62,37.12,41,22.0028,349
3,0,0,1,34.44,37.12,39,19.0012,361
3,0,0,1,34.44,37.88,41,19.0012,372
3,0,0,1,34.44,37.12,36,15.0013,363
3,0,0,1,33.62,37.12,43,19.0012,363
3,0,0,1,32.8,37.12,49,22.0028,303
3,0,0,1,31.16,34.85,55,12.998,268
3,0,0,1,30.34,34.09,62,16.9979,227
3,0,0,1,30.34,34.85,66,15.0013,143
3,0,0,1,29.52,34.09,66,16.9979,72
3,0,1,1,28.7,32.575,65,12.998,35
3,0,1,1,28.7,32.575,61,19.0012,10
3,0,1,1,28.7,32.575,61,15.0013,12
3,0,1,1,27.88,31.82,65,11.0014,10
3,0,1,1,27.06,31.06,74,15.0013,4
3,0,1,1,27.06,31.06,74,8.9981,26
3,0,1,1,27.88,31.82,74,12.998,121
3,0,1,1,28.7,33.335,74,16.9979,317
3,0,1,1,30.34,34.85,66,19.0012,420
3,0,1,1,31.98,37.12,59,19.9995,208
3,0,1,1,32.8,37.88,55,23.9994,117
3,0,1,1,33.62,39.395,56,19.9995,128
3,0,1,1,34.44,40.15,53,19.0012,148
3,0,1,1,35.26,40.91,50,16.9979,141
3,0,1,1,35.26,41.665,53,19.0012,134
3,0,1,1,35.26,42.425,56,27.9993,146
3,0,1,1,35.26,42.425,56,26.0027,239
3,0,1,1,35.26,42.425,56,27.9993,514
3,0,1,1,35.26,41.665,53,26.0027,472
3,0,1,1,34.44,41.665,59,22.0028,373
3,0,1,1,29.52,34.85,74,27.9993,236
3,0,1,1,28.7,33.335,79,27.9993,130
3,0,1,1,29.52,34.85,74,8.9981,90
3,0,1,1,28.7,33.335,79,8.9981,55
3,0,1,1,28.7,33.335,79,8.9981,22
3,0,1,1,28.7,33.335,79,6.0032,14
3,0,1,1,28.7,33.335,79,7.0015,9
3,0,1,2,28.7,33.335,79,0,8
3,0,1,1,28.7,33.335,79,11.0014,6
3,0,1,1,28.7,33.335,79,6.0032,25
3,0,1,1,30.34,34.09,58,15.0013,115
3,0,1,1,31.16,34.85,55,12.998,330
3,0,1,1,31.16,35.605,58,15.0013,417
3,0,1,1,31.98,36.365,55,32.9975,176
3,0,1,1,33.62,38.635,52,11.0014,123
3,0,1,1,33.62,38.635,52,11.0014,125
3,0,1,1,35.26,39.395,44,19.9995,163
3,0,1,1,35.26,40.15,47,15.0013,136
3,0,1,1,36.9,42.425,42,19.9995,124
3,0,1,1,36.9,42.425,42,23.9994,148
3,0,1,1,35.26,39.395,44,19.0012,202
3,0,1,1,36.08,40.91,44,19.0012,428
3,0,1,1,35.26,40.15,47,19.9995,511
3,0,1,1,34.44,37.88,44,19.0012,337
3,0,1,1,33.62,37.12,43,12.998,308
3,0,1,1,33.62,37.12,43,7.0015,258
3,0,1,1,32.8,36.365,46,8.9981,194
3,0,1,1,31.98,35.605,52,0,79
3,0,1,1,31.16,35.605,62,0,46
3,0,1,1,31.16,34.85,55,0,12
3,0,1,1,31.16,34.85,55,0,5
3,0,1,1,30.34,34.09,58,12.998,4
3,0,1,1,30.34,34.09,58,16.9979,5
3,0,1,1,30.34,34.09,58,12.998,26
3,0,1,1,30.34,34.09,58,11.0014,121
3,0,1,1,31.16,34.85,55,16.9979,313
3,0,1,1,32.8,37.12,49,16.9979,449
3,0,1,1,33.62,37.12,41,12.998,186
3,0,1,1,33.62,37.88,46,12.998,113
3,0,1,1,34.44,37.12,39,11.0014,165
3,0,1,1,34.44,37.88,41,19.0012,174
3,0,1,3,33.62,37.88,46,8.9981,158
3,0,1,3,33.62,37.88,46,8.9981,116
3,0,1,3,26.24,28.03,94,8.9981,46
3,0,1,2,27.06,29.545,89,0,141
3,0,1,1,28.7,33.335,79,0,488
3,0,1,1,29.52,34.85,79,8.9981,463
3,0,1,1,28.7,33.335,79,7.0015,419
3,0,1,1,28.7,33.335,84,11.0014,342
3,0,1,1,28.7,33.335,79,7.0015,250
3,0,1,1,27.88,31.82,83,12.998,184
3,0,1,1,27.06,30.305,83,16.9979,116
3,0,1,1,27.06,31.06,69,19.9995,46
3,0,1,1,27.06,31.06,61,16.9979,25
3,0,1,1,26.24,31.06,57,19.9995,10
3,0,1,1,25.42,31.06,57,19.9995,6
3,0,1,1,25.42,31.06,53,16.9979,6
3,0,1,1,24.6,31.06,56,15.0013,28
3,0,1,1,24.6,30.305,60,15.0013,130
3,0,1,1,25.42,31.06,53,16.9979,334
3,0,1,1,26.24,31.06,50,23.9994,486
3,0,1,1,27.88,31.82,47,19.0012,224
3,0,1,1,28.7,31.82,42,16.9979,127
3,0,1,1,29.52,32.575,37,15.0013,148
3,0,1,1,30.34,32.575,35,16.9979,223
3,0,1,1,31.16,33.335,33,22.0028,177
3,0,1,1,30.34,32.575,35,19.0012,178
3,0,1,1,31.16,33.335,33,19.9995,180
3,0,1,1,31.16,33.335,33,8.9981,274
3,0,1,1,30.34,32.575,37,8.9981,595
3,0,1,1,29.52,32.575,42,12.998,578
3,0,1,1,29.52,32.575,39,15.0013,400
3,0,1,1,28.7,31.82,42,15.0013,348
3,0,1,1,27.06,31.06,50,8.9981,261
3,0,1,1,26.24,31.06,57,6.0032,176
3,0,1,1,26.24,30.305,65,16.9979,124
3,0,1,1,25.42,29.545,73,15.0013,80
3,0,1,1,25.42,29.545,73,12.998,20
3,0,1,1,24.6,28.79,78,11.0014,38
3,0,1,1,24.6,29.545,73,12.998,7
3,0,1,1,24.6,29.545,73,11.0014,10
3,0,1,1,24.6,29.545,73,8.9981,23
3,0,1,2,24.6,29.545,73,7.0015,120
3,0,1,1,26.24,30.305,65,7.0015,274
3,0,1,1,26.24,30.305,65,16.9979,564
3,0,1,1,27.88,31.82,54,12.998,207
3,0,1,2,27.06,31.06,61,11.0014,166
3,0,1,1,28.7,32.575,54,8.9981,210
3,0,1,1,28.7,32.575,48,12.998,238
3,0,1,1,28.7,32.575,54,12.998,247
3,0,1,1,28.7,32.575,51,12.998,265
3,0,1,1,29.52,32.575,45,11.0014,237
3,0,1,1,29.52,33.335,51,12.998,361
3,0,1,1,30.34,33.335,42,16.9979,587
3,0,1,1,29.52,32.575,45,15.0013,496
3,0,1,1,28.7,31.82,45,15.0013,394
3,0,1,1,28.7,32.575,51,15.0013,343
3,0,1,1,27.06,31.06,54,7.0015,261
3,0,1,1,27.06,31.06,57,15.0013,223
3,0,1,1,26.24,31.06,61,11.0014,167
3,0,0,1,25.42,30.305,65,12.998,110
3,0,0,1,24.6,29.545,69,7.0015,75
3,0,0,1,24.6,29.545,73,8.9981,58
3,0,0,1,24.6,28.79,78,8.9981,26
3,0,0,1,24.6,29.545,73,6.0032,16
3,0,0,1,23.78,27.275,78,6.0032,10
3,0,0,1,24.6,28.79,78,11.0014,37
3,0,0,1,25.42,29.545,73,8.9981,52
3,0,0,1,27.06,31.06,65,11.0014,127
3,0,0,1,28.7,32.575,54,15.0013,222
3,0,0,1,29.52,33.335,54,12.998,322
3,0,0,1,30.34,33.335,48,15.0013,396
3,0,0,1,31.16,34.09,43,19.0012,463
3,0,0,1,31.16,34.09,45,19.9995,497
3,0,0,1,30.34,33.335,45,19.9995,433
3,0,0,1,31.16,34.09,45,22.0028,428
3,0,0,1,31.16,34.09,45,19.0012,425
3,0,0,1,31.16,34.09,45,15.0013,475
3,0,0,1,31.16,34.09,45,19.0012,428
3,0,0,1,30.34,34.09,48,12.998,406
3,0,0,1,29.52,33.335,51,15.0013,296
3,0,0,1,28.7,32.575,58,15.0013,252
3,0,0,1,28.7,32.575,65,19.0012,201
3,0,0,1,27.88,31.82,61,15.0013,168
3,0,0,1,27.06,31.06,65,15.0013,125
3,0,0,1,26.24,30.305,69,12.998,102
3,0,0,1,26.24,30.305,69,15.0013,94
3,0,0,1,26.24,30.305,69,15.0013,47
3,0,0,1,25.42,29.545,73,11.0014,10
3,0,0,1,26.24,30.305,69,15.0013,12
3,0,0,1,25.42,29.545,73,11.0014,21
3,0,0,1,26.24,30.305,73,11.0014,50
3,0,0,1,27.88,31.82,65,15.0013,118
3,0,0,1,29.52,33.335,58,15.0013,184
3,0,0,1,30.34,34.09,60,15.0013,304
3,0,0,1,31.16,34.85,55,19.0012,391
3,0,0,1,31.16,34.85,55,19.0012,420
3,0,0,1,32.8,37.12,49,19.9995,472
3,0,0,1,32.8,37.12,49,23.9994,430
3,0,0,1,33.62,37.12,43,19.9995,324
3,0,0,1,32.8,36.365,46,19.9995,317
3,0,0,1,32.8,37.12,49,26.0027,369
3,0,0,1,32.8,36.365,46,19.9995,390
3,0,0,1,31.16,34.85,55,19.0012,379
3,0,0,1,31.16,35.605,58,16.9979,262
3,0,0,1,30.34,34.09,62,15.0013,207
3,0,0,1,29.52,34.09,66,15.0013,181
3,0,0,1,28.7,33.335,74,8.9981,93
3,0,1,1,28.7,33.335,74,8.9981,51
3,0,1,1,28.7,33.335,74,15.0013,25
3,0,1,1,27.06,30.305,83,15.0013,10
3,0,1,1,27.06,30.305,78,12.998,7
3,0,1,1,26.24,29.545,78,11.0014,4
3,0,1,1,26.24,29.545,78,7.0015,17
3,0,1,1,26.24,28.79,83,7.0015,105
3,0,1,1,27.88,31.82,74,15.0013,277
3,0,1,1,28.7,32.575,70,12.998,347
3,0,1,1,30.34,34.85,67,15.0013,203
3,0,1,1,31.16,35.605,62,12.998,130
3,0,1,1,32.8,37.88,55,6.0032,141
3,0,1,1,32.8,38.635,59,12.998,165
3,0,1,1,33.62,39.395,56,16.9979,152
3,0,1,1,33.62,39.395,56,22.0028,138
3,0,1,1,34.44,40.15,53,22.0028,164
3,0,1,1,34.44,40.15,53,19.0012,265
3,0,1,1,34.44,39.395,49,22.0028,545
3,0,1,1,33.62,38.635,49,23.9994,558
3,0,1,1,32.8,37.88,55,15.0013,398
3,0,1,1,31.98,37.12,59,15.0013,323
3,0,1,1,30.34,34.85,66,12.998,202
3,0,1,1,31.16,36.365,66,15.0013,140
3,0,1,1,30.34,34.85,66,11.0014,91
3,0,1,1,30.34,34.85,66,7.0015,51
3,0,1,2,30.34,34.85,66,8.9981,13
3,0,1,1,29.52,34.09,70,11.0014,13
3,0,1,1,29.52,34.09,70,11.0014,3
3,0,1,1,29.52,34.09,70,8.9981,5
3,0,1,2,28.7,33.335,74,7.0015,19
3,0,1,2,29.52,34.85,74,7.0015,134
3,0,1,2,30.34,34.85,70,11.0014,315
3,0,1,2,31.16,36.365,70,11.0014,412
3,0,1,2,32.8,39.395,63,8.9981,199
3,0,1,2,33.62,39.395,56,11.0014,141
3,0,1,1,33.62,40.15,59,0,127
3,0,1,1,34.44,40.91,56,6.0032,153
3,0,1,1,35.26,41.665,53,7.0015,172
3,0,1,1,35.26,40.91,50,12.998,152
3,0,1,1,36.08,40.91,44,12.998,158
3,0,1,1,36.9,42.425,42,19.9995,277
3,0,1,1,32.8,40.15,66,0,513
3,0,1,1,32.8,40.15,66,8.9981,530
3,0,1,1,31.16,37.12,75,12.998,388
3,0,1,1,30.34,36.365,74,6.0032,277
3,0,1,1,30.34,35.605,74,8.9981,241
3,0,1,1,30.34,35.605,74,0,156
3,0,1,3,29.52,34.85,79,11.0014,92
3,0,1,1,29.52,34.09,70,15.0013,29
3,0,1,1,29.52,34.85,74,12.998,17
3,0,1,1,28.7,33.335,74,7.0015,11
3,0,1,1,28.7,33.335,79,11.0014,4
3,0,1,1,27.06,30.305,83,8.9981,4
3,0,1,1,27.06,30.305,83,7.0015,26
3,0,1,1,27.06,30.305,83,6.0032,100
3,0,1,1,30.34,34.09,62,0,282
3,0,1,1,32.8,36.365,43,12.998,382
3,0,1,1,33.62,37.12,41,0,166
3,0,1,1,35.26,37.88,36,11.0014,97
3,0,1,1,36.08,38.635,32,11.0014,119
3,0,1,1,36.9,40.15,33,16.9979,168
3,0,1,1,36.9,40.15,31,19.9995,150
3,0,1,1,37.72,40.91,29,12.998,123
3,0,1,1,36.9,39.395,27,0,129
3,0,1,1,36.9,39.395,27,0,231
3,0,1,1,31.16,34.09,45,19.9995,514
3,0,1,1,31.98,34.85,43,12.998,543
3,0,1,1,30.34,33.335,51,15.0013,413
3,0,1,1,29.52,34.09,62,15.0013,305
3,0,1,1,28.7,32.575,70,16.9979,220
3,0,1,1,28.7,32.575,70,6.0032,137
3,0,1,1,27.88,31.82,74,12.998,96
3,0,1,1,27.06,31.06,74,0,29
3,0,1,1,27.06,31.06,74,7.0015,12
3,0,1,1,27.88,31.82,69,0,8
3,0,1,1,27.06,31.06,74,12.998,5
3,0,1,1,27.06,31.06,74,7.0015,10
3,0,1,1,27.06,31.06,74,8.9981,21
3,0,1,1,27.88,31.82,69,7.0015,117
3,0,1,1,29.52,33.335,61,19.0012,335
3,0,1,1,30.34,34.09,58,19.0012,435
3,0,1,1,31.98,34.85,46,19.9995,213
3,0,1,1,33.62,36.365,36,19.9995,140
3,0,1,1,34.44,36.365,32,27.9993,128
3,0,1,1,35.26,37.12,30,19.0012,157
3,0,1,1,35.26,37.12,30,15.0013,203
3,0,1,1,36.9,38.635,25,19.0012,159
3,0,1,1,36.9,38.635,25,19.0012,168
3,0,1,1,36.9,38.635,25,19.0012,274
3,0,1,2,36.9,39.395,27,8.9981,556
3,0,1,2,35.26,37.88,34,12.998,556
3,0,1,2,35.26,37.88,36,15.0013,454
3,0,1,2,33.62,37.88,46,16.9979,288
3,0,1,1,32.8,37.12,52,15.0013,254
3,0,1,2,31.98,37.12,59,11.0014,191
3,0,1,2,32.8,37.12,49,11.0014,132
3,0,1,2,32.8,37.12,49,11.0014,43
3,0,1,2,31.98,35.605,52,11.0014,16
3,0,1,2,31.98,35.605,49,11.0014,11
3,0,1,2,31.16,34.85,55,6.0032,4
3,0,1,2,31.16,34.85,52,11.0014,7
3,0,1,2,31.16,34.85,55,6.0032,24
3,0,1,3,29.52,34.09,66,32.9975,110
3,0,1,2,30.34,33.335,51,15.0013,271
3,0,1,2,30.34,33.335,51,11.0014,437
3,0,1,2,30.34,34.09,55,12.998,195
3,0,1,3,30.34,34.09,58,6.0032,68
3,0,1,2,30.34,34.09,58,7.0015,122
3,0,1,3,31.16,34.85,55,8.9981,161
3,0,1,2,31.16,35.605,58,15.0013,144
3,0,1,2,31.16,35.605,58,15.0013,147
3,0,1,2,28.7,33.335,79,8.9981,118
3,0,1,3,27.88,31.82,79,0,150
3,0,1,2,28.7,33.335,79,0,425
3,0,1,3,28.7,33.335,84,0,492
3,0,1,3,28.7,33.335,84,0,321
3,0,1,3,28.7,33.335,84,7.0015,87
3,0,1,2,27.88,31.82,89,8.9981,88
3,0,1,3,27.88,31.82,89,7.0015,77
3,0,1,2,27.88,31.82,89,6.0032,56
3,0,1,2,27.88,31.82,89,6.0032,17
3,0,1,2,27.06,29.545,94,6.0032,17
3,0,1,2,27.06,29.545,94,6.0032,7
3,0,1,3,27.06,29.545,94,6.0032,3
3,0,1,2,27.88,31.82,89,0,7
3,0,1,2,27.88,31.82,89,0,20
3,0,1,2,27.88,31.82,89,19.9995,97
3,0,1,2,27.88,31.82,89,19.9995,282
3,0,1,2,28.7,32.575,82,23.9994,398
3,0,1,1,29.52,34.85,74,22.0028,187
3,0,1,1,29.52,33.335,71,19.9995,113
3,0,1,2,30.34,34.85,66,15.0013,149
3,0,1,2,31.16,35.605,62,15.0013,205
3,0,1,1,31.16,35.605,58,0,205
3,0,1,1,32.8,37.88,55,11.0014,167
3,0,1,1,32.8,37.88,55,16.9979,165
3,0,1,1,31.16,35.605,62,22.0028,290
3,0,1,1,31.16,35.605,62,22.0028,555
3,0,1,1,28.7,33.335,74,19.9995,523
3,0,1,1,28.7,33.335,74,19.0012,366
3,0,1,2,28.7,33.335,74,12.998,286
3,0,1,2,28.7,33.335,74,12.998,211
3,0,1,1,27.88,31.82,74,12.998,174
3,0,1,1,27.06,31.06,74,7.0015,132
3,0,1,1,27.06,31.06,74,7.0015,54
3,0,1,1,26.24,29.545,78,6.0032,19
3,0,1,1,27.06,31.06,69,0,19
3,0,1,1,26.24,29.545,78,6.0032,6
3,0,1,1,26.24,29.545,78,8.9981,7
3,0,1,1,26.24,29.545,78,6.0032,16
3,0,1,1,26.24,29.545,78,8.9981,101
3,0,1,1,27.06,30.305,78,8.9981,270
3,0,1,1,28.7,32.575,65,15.0013,454
3,0,1,1,29.52,33.335,58,7.0015,226
3,0,1,1,30.34,34.09,55,8.9981,163
3,0,1,2,31.16,34.85,52,16.9979,147
3,0,1,1,31.16,34.85,52,16.9979,216
3,0,1,1,31.98,35.605,52,16.9979,204
3,0,1,2,31.98,35.605,52,16.9979,245
3,0,1,1,31.16,34.85,55,16.9979,210
3,0,1,1,32.8,37.12,49,16.9979,330
3,0,1,1,31.98,35.605,49,19.9995,550
3,0,1,1,31.16,34.85,52,16.9979,466
3,0,1,1,30.34,34.09,55,16.9979,372
3,0,1,1,29.52,33.335,58,15.0013,291
3,0,1,1,28.7,32.575,65,12.998,173
3,0,1,1,28.7,32.575,65,15.0013,188
3,0,1,1,27.88,31.82,69,15.0013,139
3,0,0,1,27.06,30.305,78,12.998,133
3,0,0,1,27.06,30.305,78,11.0014,67
3,0,0,1,27.06,30.305,78,15.0013,53
3,0,0,2,27.06,30.305,78,11.0014,42
3,0,0,2,27.06,30.305,83,11.0014,10
3,0,0,1,26.24,28.79,89,6.0032,6
3,0,0,1,26.24,28.79,89,7.0015,27
3,0,0,1,27.88,31.82,83,11.0014,63
3,0,0,1,27.88,31.82,83,11.0014,121
3,0,0,1,30.34,34.85,70,15.0013,215
3,0,0,2,30.34,34.85,70,19.0012,290
3,0,0,1,31.98,37.12,62,15.0013,349
3,0,0,1,32.8,37.88,55,15.0013,382
3,0,0,2,32.8,38.635,59,22.0028,441
3,0,0,1,33.62,38.635,52,16.9979,380
3,0,0,2,34.44,40.15,53,16.9979,362
3,0,0,3,30.34,35.605,79,11.0014,343
3,0,0,3,30.34,35.605,79,11.0014,149
3,0,0,2,29.52,34.85,79,30.0026,211
3,0,0,3,29.52,35.605,84,16.9979,171
3,0,0,3,29.52,34.85,79,19.0012,137
3,0,0,2,28.7,33.335,84,22.0028,114
3,0,0,2,28.7,33.335,84,22.0028,120
3,0,0,3,28.7,33.335,84,19.0012,108
3,0,0,2,28.7,33.335,84,19.0012,80
3,0,0,2,28.7,33.335,84,16.9979,73
3,0,0,2,28.7,33.335,84,15.0013,66
3,0,0,2,28.7,33.335,84,8.9981,32
3,0,0,1,28.7,33.335,84,8.9981,6
3,0,0,1,28.7,33.335,89,12.998,5
3,0,0,1,28.7,33.335,89,11.0014,13
3,0,0,1,28.7,33.335,84,12.998,39
3,0,0,1,29.52,34.85,79,12.998,89
3,0,0,1,31.16,37.12,75,7.0015,184
3,0,0,1,32.8,40.15,66,8.9981,266
3,0,0,1,33.62,41.665,63,0,269
3,0,0,1,36.9,42.425,42,19.9995,370
3,0,0,1,36.9,42.425,42,19.9995,324
3,0,0,1,35.26,40.15,47,12.998,322
3,0,0,3,29.52,34.85,74,19.9995,326
3,0,0,3,29.52,34.85,74,19.9995,193
3,0,0,3,30.34,35.605,74,43.0006,194
3,0,0,1,29.52,34.85,74,6.0032,229
3,0,0,1,29.52,34.85,79,11.0014,228
3,0,0,1,29.52,35.605,84,8.9981,183
3,0,0,1,29.52,35.605,84,7.0015,136
3,0,0,1,28.7,33.335,89,12.998,103
3,0,0,1,28.7,33.335,79,7.0015,55
3,0,1,1,28.7,33.335,79,7.0015,30
3,0,1,1,27.88,31.82,83,8.9981,12
3,0,1,1,27.06,29.545,89,0,7
3,0,1,1,27.06,29.545,89,0,1
3,0,1,1,27.06,29.545,89,7.0015,10
3,0,1,1,28.7,33.335,79,6.0032,15
3,0,1,1,28.7,32.575,65,19.0012,95
3,0,1,1,29.52,34.09,62,19.9995,267
3,0,1,1,30.34,34.09,58,22.0028,349
3,0,1,1,31.16,34.85,55,26.0027,183
3,0,1,1,32.8,37.12,52,26.0027,124
3,0,1,1,33.62,37.12,48,23.9994,179
3,0,1,1,33.62,37.88,46,16.9979,182
3,0,1,1,34.44,37.88,44,19.9995,151
3,0,1,1,33.62,37.12,43,19.9995,150
3,0,1,1,34.44,37.88,41,19.9995,126
3,0,1,1,35.26,38.635,39,19.0012,282
3,0,1,1,35.26,38.635,39,11.0014,527
3,0,1,1,34.44,37.88,41,8.9981,529
3,0,1,1,33.62,37.12,43,7.0015,416
3,0,1,1,32.8,37.88,55,0,286
3,0,1,1,31.16,35.605,58,6.0032,186
3,0,1,1,31.16,35.605,58,7.0015,147
3,0,1,1,30.34,34.85,66,7.0015,72
3,0,1,1,29.52,34.85,79,8.9981,35
3,0,1,1,29.52,34.09,66,0,14
3,0,1,1,29.52,34.09,70,0,12
3,0,1,1,29.52,34.09,62,0,3
3,0,1,1,28.7,33.335,74,0,7
3,0,1,1,28.7,32.575,65,6.0032,30
3,0,1,1,29.52,33.335,64,0,101
3,0,1,1,29.52,34.85,74,7.0015,343
3,0,1,1,30.34,34.85,66,0,392
3,0,1,2,31.98,37.12,62,8.9981,175
3,0,1,2,32.8,38.635,59,15.0013,144
3,0,1,1,32.8,38.635,59,15.0013,149
3,0,1,1,33.62,39.395,56,12.998,185
3,0,1,1,34.44,39.395,49,11.0014,175
3,0,1,1,35.26,39.395,44,19.0012,148
3,0,1,1,35.26,38.635,39,19.0012,164
3,0,1,1,35.26,38.635,39,19.9995,285
3,0,1,1,32.8,37.88,55,11.0014,532
3,0,1,1,32.8,37.88,55,12.998,585
3,0,1,1,32.8,37.12,49,7.0015,371
3,0,1,1,32.8,36.365,43,12.998,292
3,0,1,1,31.98,34.85,46,16.9979,230
3,0,1,1,31.98,34.85,46,19.9995,155
3,0,1,1,31.16,34.09,48,19.0012,75
3,0,1,1,30.34,33.335,51,15.0013,37
3,0,1,1,29.52,33.335,54,12.998,17
3,0,1,1,29.52,33.335,54,11.0014,11
3,0,1,1,28.7,32.575,58,11.0014,4
3,0,1,1,28.7,32.575,54,8.9981,5
3,0,1,1,27.88,31.82,61,6.0032,32
3,0,1,1,27.88,31.82,61,0,119
3,0,1,1,28.7,32.575,58,6.0032,305
3,0,1,1,30.34,33.335,51,12.998,399
3,0,1,1,31.16,34.09,48,15.0013,180
3,0,1,1,32.8,36.365,43,15.0013,113
3,0,1,1,32.8,35.605,41,26.0027,149
3,0,1,1,33.62,36.365,38,19.9995,240
3,0,1,1,33.62,36.365,38,19.0012,191
3,0,1,1,34.44,36.365,34,22.0028,178
3,0,1,1,35.26,37.12,30,22.0028,194
3,0,1,1,35.26,37.12,26,19.9995,282
3,0,1,1,34.44,35.605,26,19.9995,584
3,0,1,1,33.62,35.605,28,19.9995,559
3,0,1,1,32.8,34.85,26,16.9979,413
3,0,1,1,31.16,33.335,31,8.9981,312
3,0,1,1,31.16,33.335,33,7.0015,209
3,0,1,1,30.34,32.575,37,0,139
3,0,1,1,30.34,32.575,37,6.0032,108
3,0,1,1,28.7,31.82,45,7.0015,46
3,0,1,1,28.7,31.82,45,8.9981,26
3,0,1,1,27.06,31.06,54,8.9981,11
3,0,1,1,26.24,31.06,57,8.9981,9
3,0,1,1,26.24,31.06,57,11.0014,5
3,0,1,1,26.24,31.06,61,12.998,25
3,0,1,1,25.42,30.305,65,11.0014,106
3,0,1,1,27.06,31.06,54,8.9981,307
3,0,1,1,28.7,31.82,45,11.0014,390
3,0,1,1,29.52,32.575,39,15.0013,197
3,0,1,1,30.34,32.575,37,16.9979,132
3,0,1,1,31.16,33.335,35,16.9979,187
3,0,1,1,31.98,34.09,31,16.9979,214
3,0,1,1,31.16,33.335,31,15.0013,217
3,0,1,1,32.8,34.85,29,0,142
3,0,1,1,32.8,34.85,29,19.9995,178
3,0,1,1,32.8,34.85,27,12.998,298
3,0,1,1,32.8,34.85,29,16.9979,582
3,0,1,1,31.98,34.09,29,6.0032,571
3,0,1,1,30.34,32.575,35,12.998,371
3,0,1,1,29.52,32.575,37,8.9981,288
3,0,1,1,28.7,32.575,48,6.0032,206
3,0,1,1,28.7,32.575,48,0,157
3,0,1,1,27.06,31.06,50,11.0014,127
3,0,1,1,26.24,31.06,53,11.0014,65
3,0,1,1,26.24,31.06,53,8.9981,23
3,0,1,1,25.42,31.06,57,12.998,15
3,0,1,1,25.42,31.06,53,11.0014,9
3,0,1,1,25.42,31.06,53,8.9981,5
3,0,1,1,24.6,31.06,56,8.9981,26
3,0,1,1,25.42,31.06,50,8.9981,76
3,0,1,1,26.24,31.06,44,11.0014,264
3,0,1,1,27.88,31.82,39,15.0013,426
3,0,1,1,29.52,32.575,34,8.9981,205
3,0,1,1,30.34,32.575,33,7.0015,130
3,0,1,1,31.16,33.335,29,0,156
3,0,1,1,32.8,34.85,27,0,222
3,0,1,1,31.98,34.09,29,6.0032,253
3,0,1,1,32.8,34.85,29,12.998,186
3,0,1,1,32.8,34.85,29,11.0014,249
3,0,1,1,33.62,35.605,28,0,334
3,0,1,1,33.62,35.605,26,0,516
3,0,1,1,31.16,34.09,40,19.9995,465
3,0,1,1,30.34,33.335,42,15.0013,385
3,0,1,1,29.52,32.575,42,15.0013,287
3,0,1,1,28.7,32.575,48,8.9981,226
3,0,1,1,27.88,31.82,51,0,231
3,0,1,1,27.88,31.82,51,0,151
3,0,0,1,27.88,31.82,51,7.0015,84
3,0,0,2,27.88,31.82,57,6.0032,77
